id,player_name,games,time,goals,xG,assists,xA,shots,key_passes,yellow_cards,red_cards,position,team_title,npg,npxG,xG_chain,xG_buildup
159,Koen Casteels,14,1260,0,0,0,0,0,0,0,0,GK,Wolfsburg,0,0,0.481476922519505,0.481476922519505
161,Robin Knoche,12,1080,0,0.2988879820331931,0,0.05260949954390526,5,1,0,0,D,Wolfsburg,0,0.2988879820331931,2.1936142314225435,2.1936142314225435
264,Paul Verhaegh,1,90,0,0,0,0.01436302438378334,0,1,0,0,D,Wolfsburg,0,0,0.08805162459611893,0.08805162459611893
1966,Jakub Blaszczykowski,1,11,0,0,0,0,0,0,0,0,S,Wolfsburg,0,0,0.02202138490974903,0.02202138490974903
2336,Ignacio Camacho,6,540,0,0.23609870299696922,0,0.371628625318408,6,2,3,0,M,Wolfsburg,0,0.23609870299696922,2.274303672835231,1.874561283737421
3216,Marcel Tisserand,4,357,0,0.3586911391466856,0,0,5,0,0,0,DM,Wolfsburg,0,0.3586911391466856,0.8112903460860252,0.8112903460860252
5300,Gian Luca Itter,1,1,0,0,0,0,0,0,0,0,S,Wolfsburg,0,0,0,0
6100,Felix Uduokhai,5,193,0,0.013339840807020664,0,0,1,0,2,0,DS,Wolfsburg,0,0.013339840807020664,0.4036516547203064,0.4036516547203064
6229,William,14,1260,0,0.4123780084773898,0,1.4717564061284065,10,20,5,0,D,Wolfsburg,0,0.4123780084773898,4.20074974745512,2.9894765689969063
6445,Elvis Rexhbecaj,9,481,0,0.043379709124565125,1,1.0137191265821457,2,5,2,0,MS,Wolfsburg,0,0.043379709124565125,1.0418773042038083,0.2026753919199109
7053,Pavao Pervan,1,90,0,0,0,0,0,0,0,0,GK,Wolfsburg,0,0,0.6065487861633301,0.6065487861633301
7234,John Yeboah,2,51,0,0.03785086050629616,0,0.39503785967826843,1,2,0,0,S,Wolfsburg,0,0.03785086050629616,0.4328887462615967,0
5706,Dodi Lukebakio,13,679,6,4.766800355166197,0,0.15974271297454834,26,2,3,0,FMS,Fortuna Duesseldorf,4,3.2512470297515392,3.8343796636909246,0.5902140010148287
7059,Benito Raman,12,621,3,3.2510271444916725,0,0.26668547093868256,19,6,0,0,FMS,Fortuna Duesseldorf,3,3.2510271444916725,3.8546528331935406,0.38764842972159386
347,Kaan Ayhan,11,963,2,1.671530470252037,0,0.0491950549185276,12,2,3,0,D,Fortuna Duesseldorf,2,1.671530470252037,2.5652155447751284,2.535008678212762
7060,Rouwen Hennings,14,929,2,3.1358994599431753,1,1.6975734224542975,29,11,3,0,FS,Fortuna Duesseldorf,1,2.378122752532363,4.469778709113598,0.838873278349638
252,Alfredo Morales,11,917,1,0.6315087731927633,0,0.5453281104564667,15,6,3,0,MS,Fortuna Duesseldorf,1,0.6315087731927633,1.5441201813519,0.4807232888415456
2629,Matthias Zimmermann,15,1341,1,0.18367306608706713,3,2.551832875236869,8,13,2,0,DM,Fortuna Duesseldorf,1,0.18367306608706713,5.656655613332987,3.442726666107774
5291,Takashi Usami,10,491,1,1.1516843335703015,1,0.27561311796307564,14,6,0,0,MS,Fortuna Duesseldorf,1,1.1516843335703015,2.4183798301965,1.2628333419561386
98,Kenan Karaman,8,175,0,0.7600701004266739,0,0.053163617849349976,6,2,0,0,FS,Fortuna Duesseldorf,0,0.7600701004266739,1.5006349086761475,1.270153969526291
436,Andre Hoffmann,2,180,0,0.09663676470518112,0,0,1,0,1,0,D,Fortuna Duesseldorf,0,0.09663676470518112,0.5933813452720642,0.5933813452720642
4302,Marcel Sobottka,7,588,0,0.23045532405376434,0,0.03266989812254906,5,1,2,0,M,Fortuna Duesseldorf,0,0.23045532405376434,1.7871943293139338,1.728874939493835
4329,Marvin Ducksch,10,576,0,1.4645066242665052,1,1.5487968102097511,14,12,0,0,FS,Fortuna Duesseldorf,0,1.4645066242665052,2.625177074223757,0.8259325679391623
5235,Aymen Barkok,2,52,0,0,0,0,0,0,0,0,S,Fortuna Duesseldorf,0,0,0.17671197652816772,0.17671197652816772
6085,Marcin Kaminski,12,1080,0,0.4473831579089165,1,0.6171693662181497,5,5,0,0,D,Fortuna Duesseldorf,0,0.4473831579089165,2.11705410014838,2.027420872822404
7055,Michael Rensing,15,1350,0,0,0,0,0,0,0,0,GK,Fortuna Duesseldorf,0,0,1.0521456003189087,1.0521456003189087
7056,Niko Gie x5Cu00dfelmann,14,1237,0,0.3028520382940769,3,1.574787151068449,12,14,2,0,DM,Fortuna Duesseldorf,0,0.3028520382940769,3.946090381592512,3.307532276958227
7057,Jean Zimmer,15,1250,0,0.6095964331179857,1,2.2326296381652355,8,27,2,0,DMS,Fortuna Duesseldorf,0,0.6095964331179857,4.72944763302803,2.9192120041698217
7058,Kevin St x5Cu00f6ger,9,684,0,0.8545307759195566,1,1.9116169847548008,15,20,3,0,MS,Fortuna Duesseldorf,0,0.8545307759195566,3.561395324766636,2.6794447116553783
7061,Davor Lovren,2,42,0,0.013596494682133198,0,0,1,0,0,0,S,Fortuna Duesseldorf,0,0.013596494682133198,0.013596494682133198,0
7062,Robin Bormuth,7,567,0,0,0,0.010176822543144226,0,1,2,0,DS,Fortuna Duesseldorf,0,0,1.9739967361092567,1.9638198390603065
7140,Adam Bodzek,11,895,0,0.05107150413095951,0,0.12294570729136467,2,4,4,0,DM,Fortuna Duesseldorf,0,0.05107150413095951,2.776781958527863,2.61986402887851
7255,Oliver Fink,5,234,0,0.6183477640151978,0,0.45450861006975174,5,2,1,0,MS,Fortuna Duesseldorf,0,0.6183477640151978,0.8412192650139332,0.24331815168261528
29,Vedad Ibisevic,15,1068,6,7.169879637658596,1,0.24829387851059437,33,5,4,0,F,Hertha Berlin,5,6.412102974951267,8.86101833730936,2.5363614093512297
5240,Ondrej Duda,14,1021,6,2.748415960930288,0,0.5839105118066072,18,10,3,0,MS,Hertha Berlin,6,2.748415960930288,5.891898326575756,3.3255650177598
26,Salomon Kalou,14,1090,2,4.094236936420202,1,2.280240800231695,23,10,0,0,FMS,Hertha Berlin,1,3.3364602588117123,7.395638547837734,2.270316230133176
6352,Valentino Lazaro,15,1350,2,0.6443827785551548,3,4.107291350141168,9,34,3,0,DM,Hertha Berlin,2,0.6443827785551548,6.819453999400139,3.8746463749557734
7122,Javairo Dilrosun,10,720,2,0.35439130291342735,3,1.8805740773677826,9,11,2,0,MS,Hertha Berlin,2,0.35439130291342735,4.391789801418781,2.6150048337876797
241,Mathew Leckie,8,429,1,1.114268573001027,0,0.4256658973172307,11,3,2,0,MS,Hertha Berlin,1,1.114268573001027,2.2850186601281166,0.7749636247754097
419,Maximilian Mittelst x5Cu00e4dt,9,608,1,0.8482665792107582,1,0.860540583729744,9,6,0,1,DFMS,Hertha Berlin,1,0.8482665792107582,2.769290642812848,1.241146581247449
1669,Marko Grujic,7,524,1,1.0599506050348282,0,0.3040057346224785,13,6,2,0,FMS,Hertha Berlin,1,1.0599506050348282,1.552743250504136,0.7437562998384237
4280,Davie Selke,13,529,1,1.0630983216688037,0,0.9599342690780759,17,7,2,0,FMS,Hertha Berlin,1,1.0630983216688037,2.12618201225996,0.24572672322392464
5238,Jordan Torunarigha,7,569,1,0.16529776901006699,1,0.38634935952723026,4,3,0,0,DS,Hertha Berlin,1,0.16529776901006699,1.4131997544318438,1.0712326429784298
19,Rune Jarstein,14,1217,0,0,0,0,0,0,1,0,GK,Hertha Berlin,0,0,0.6097218319773674,0.6097218319773674
23,Marvin Plattenhardt,11,960,0,0.037589493207633495,2,1.7426797021180391,2,18,3,0,DM,Hertha Berlin,0,0.037589493207633495,3.7812019996345043,2.9674638397991657
24,Per Skjelbred,7,424,0,0.020827164873480797,1,0.21886366605758667,1,3,2,0,MS,Hertha Berlin,0,0.020827164873480797,1.6493425741791725,1.4414052665233612
25,Fabian Lustenberger,12,888,0,0.09764557331800461,0,0.0926554799079895,1,1,1,0,DMS,Hertha Berlin,0,0.09764557331800461,2.826013334095478,2.826013334095478
27,Vladimir Darida,3,214,0,0.16577887535095215,1,0.3811602145433426,4,2,0,0,MS,Hertha Berlin,0,0.16577887535095215,0.8895977586507797,0.3766539581120014
403,Lukas Kl x5Cu00fcnter,1,1,0,0,0,0,0,0,1,0,S,Hertha Berlin,0,0,0,0
418,Niklas Stark,10,791,0,0.480596624314785,0,0.2618255317211151,5,1,1,0,D,Hertha Berlin,0,0.480596624314785,2.35519577562809,2.093370243906975
434,Thomas Kraft,2,133,0,0,0,0,0,0,0,0,GKS,Hertha Berlin,0,0,0,0
3388,Karim Rekik,8,635,0,0.022976163774728775,0,0,1,0,1,0,D,Hertha Berlin,0,0.022976163774728775,0.7414729818701744,0.7414729818701744
5298,Arne Maier,14,1260,0,0.4086814606562257,0,0.5684489943087101,11,9,2,0,M,Hertha Berlin,0,0.4086814606562257,4.903946474194527,4.108110181987286
5317,Pal Dardai,5,86,0,0,0,0.40616562962532043,0,2,0,0,MS,Hertha Berlin,0,0,0.5135530233383179,0.20862674713134766
7028,Dennis Jastrzembski,3,19,0,0,0,0,0,0,1,0,S,Hertha Berlin,0,0,0.04941407963633537,0.04941407963633537
7029,Pascal K x5Cu00f6pke,2,20,0,0.05863097682595253,0,0,1,0,0,0,S,Hertha Berlin,0,0.05863097682595253,0.2672577239573002,0.20862674713134766
7163,Derrick Luckassen,4,248,0,0,0,0,0,0,0,0,DS,Hertha Berlin,0,0,0.6145901829004288,0.6145901829004288
125,Maximilian Eggestein,15,1345,4,0.9204901549965143,0,1.029337133280933,21,15,1,0,M,Werder Bremen,4,0.9204901549965143,6.04735841229558,4.552294880151749
135,Yuya Osako,12,848,3,1.8117233887314796,0,1.208636336028576,15,11,1,0,FMS,Werder Bremen,3,1.8117233887314796,4.416414588689804,2.1112393736839294
155,Max Kruse,15,1311,3,3.7230775337666273,3,2.0678500439971685,41,40,0,0,FM,Werder Bremen,2,2.965300826355815,8.469305828213692,4.810897301882505
122,Claudio Pizarro,12,375,2,2.0996457878500223,2,0.34312905464321375,15,7,0,0,FS,Werder Bremen,2,2.0996457878500223,2.6855582147836685,0.4245801717042923
407,Martin Harnik,10,529,2,3.399470550008118,0,0.7679665703326464,15,8,2,0,FMS,Werder Bremen,2,3.399470550008118,3.340497625991702,0.3492625104263425
6045,Davy Klaassen,15,1277,2,1.9202471505850554,2,2.146674149669707,21,19,2,0,M,Werder Bremen,2,1.9202471505850554,7.020909086801112,3.8553878786042333
110,Theodor Gebre Selassie,15,1350,1,1.4757029078900814,1,0.9161897208541632,15,10,1,0,DM,Werder Bremen,1,1.4757029078900814,5.973788969218731,4.191193510778248
2642,Nuri Sahin,9,624,1,0.3358674915507436,1,0.12234201468527317,7,5,4,0,MS,Werder Bremen,1,0.3358674915507436,2.1038813199847937,1.8659491073340178
2691,Milos Veljkovic,12,998,1,0.257968433201313,0,0.05463781952857971,4,1,2,1,D,Werder Bremen,1,0.257968433201313,3.659967487677932,3.659967487677932
6083,Ludwig Augustinsson,15,1329,1,1.2511475011706352,2,0.49639165960252285,12,9,0,0,DM,Werder Bremen,1,1.2511475011706352,6.486780410632491,5.720029538497329
6084,Johannes Eggestein,9,256,1,0.849929790943861,1,1.1732540652155876,8,4,0,0,MS,Werder Bremen,1,0.849929790943861,2.703043755143881,1.0751372277736664
6523,Milot Rashica,8,268,1,0.5695303026586771,1,1.3102752454578876,9,8,1,0,FS,Werder Bremen,1,0.5695303026586771,2.1818069890141487,0.5015191584825516
7044,Kevin M x5Cu00f6hwald,7,196,1,0.49295223131775856,0,0,10,0,1,0,MS,Werder Bremen,1,0.49295223131775856,0.5579031854867935,0.08362246863543987
7295,Joshua Sargent,2,17,1,0.8899903297424316,0,0,1,0,1,0,S,Werder Bremen,1,0.8899903297424316,0.8899903297424316,0
21,Sebastian Langkamp,6,421,0,0.13526661694049835,0,0.016838662326335907,4,1,2,0,DS,Werder Bremen,0,0.13526661694049835,1.8249509036540985,1.808112233877182
114,Philipp Bargfrede,9,633,0,0.05065164715051651,0,0.040454115718603134,3,1,4,0,DMS,Werder Bremen,0,0.05065164715051651,1.0722403563559055,0.9996793642640114
1936,Niklas Moisander,13,1170,0,0.09611543640494347,0,0.3888818621635437,3,5,2,1,D,Werder Bremen,0,0.09611543640494347,4.90247805044055,4.857966843992472
5231,Florian Kainz,7,363,0,0.691663533449173,1,0.834050577133894,7,7,2,0,FS,Werder Bremen,0,0.691663533449173,1.5856635179370642,0.9197590760886669
5340,Marco Friedl,3,137,0,0,0,0,0,0,1,0,DS,Werder Bremen,0,0,1.242791309952736,1.242791309952736
6082,Jiri Pavlenka,15,1315,0,0,0,0,0,0,1,0,GK,Werder Bremen,0,0,2.2382839415222406,2.2382839415222406
7045,Luca Plogmann,1,35,0,0,0,0,0,0,0,0,S,Werder Bremen,0,0,0.0517655573785305,0.0517655573785305
294,Gian Luca Waldschmidt,14,865,4,4.061224095523357,1,1.071204461157322,30,11,1,0,FMS,Freiburg,2,2.545670732855797,4.630738507956266,1.9702082015573978
4248,Nils Petersen,11,863,3,4.158974349498749,0,0.78684226796031,23,7,0,0,FS,Freiburg,2,2.643421024084091,3.801293857395649,1.3430656865239143
8,J x5Cu00e9r x5Cu00f4me Gondorf,9,709,2,0.9581611193716526,0,1.1950693298131227,12,9,2,0,MS,Freiburg,2,0.9581611193716526,2.6698940359055996,1.2085488364100456
1277,Roland Sallai,7,444,2,1.206275761127472,0,0.47161263786256313,11,6,1,0,MS,Freiburg,2,1.206275761127472,2.0677187889814377,0.7375342398881912
4246,Mike Frantz,13,939,2,1.1806177087128162,1,1.2169983983039856,11,14,1,0,MS,Freiburg,2,1.1806177087128162,2.6596964821219444,0.36950796842575073
6475,Lucas H x5Cu00f6ler,10,309,2,1.001855242997408,0,0.23094630613923073,4,5,0,0,FMS,Freiburg,2,1.001855242997408,1.3806502260267735,0.14784868620336056
129,Dominique Heintz,15,1350,1,0.9094583373516798,1,0.9818761069327593,5,6,0,0,D,Freiburg,1,0.9094583373516798,2.56148149818182,2.359755525365472
306,Florian Niederlechner,8,453,1,2.7025838792324066,0,0.08948417007923126,16,3,2,0,FS,Freiburg,1,2.7025838792324066,3.710657984018326,0.9449120350182056
6273,Robin Koch,14,1082,1,0.6659069554880261,0,0.3154339361935854,8,3,1,0,DMS,Freiburg,1,0.6659069554880261,1.2450689561665058,1.1541686058044434
