scorer,date,goals,cumsum
Divock Origi,2016-11-20,1,6
Divock Origi,2016-12-04,1,7
Divock Origi,2016-12-11,2,9
Divock Origi,2017-03-26,1,10
Divock Origi,2017-04-02,1,11
Divock Origi,2017-05-14,1,12
DJ Campbell,2010-09-05,1,1
DJ Campbell,2010-11-07,1,2
DJ Campbell,2010-12-05,1,3
DJ Campbell,2010-12-26,2,5
DJ Campbell,2011-01-02,1,6
DJ Campbell,2011-01-09,1,7
DJ Campbell,2011-01-23,1,8
DJ Campbell,2011-02-20,1,9
DJ Campbell,2011-04-10,1,10
DJ Campbell,2011-04-17,1,11
DJ Campbell,2011-05-08,2,13
DJ Campbell,2011-09-11,1,14
Djibril Cisse,2004-08-08,1,1
Djibril Cisse,2004-09-19,1,2
Djibril Cisse,2005-05-15,2,4
Djibril Cisse,2005-09-18,1,5
Djibril Cisse,2005-10-09,1,6
Djibril Cisse,2005-11-13,1,7
Djibril Cisse,2005-12-25,1,8
Djibril Cisse,2006-03-19,1,9
Djibril Cisse,2006-03-26,1,10
Djibril Cisse,2006-04-23,2,12
Djibril Cisse,2006-05-07,1,13
Djibril Cisse,2008-08-17,1,14
Djibril Cisse,2008-09-21,1,15
Djibril Cisse,2008-10-19,1,16
Djibril Cisse,2008-11-02,1,17
Djibril Cisse,2008-11-09,1,18
Djibril Cisse,2008-11-23,1,19
Djibril Cisse,2008-12-07,1,20
Djibril Cisse,2008-12-14,1,21
Djibril Cisse,2009-02-01,1,22
Djibril Cisse,2009-04-12,1,23
Djibril Cisse,2012-01-29,1,24
Djibril Cisse,2012-03-04,1,25
Djibril Cisse,2012-03-18,1,26
Djibril Cisse,2012-04-29,1,27
Djibril Cisse,2012-05-06,1,28
Djibril Cisse,2012-05-13,1,29
Djibril Cisse,2012-11-04,1,30
Djibril Cisse,2012-12-02,1,31
Djibril Cisse,2012-12-23,1,32
Dominic Calvert-Lewin,2017-03-12,1,1
Dominic Calvert-Lewin,2017-11-05,1,2
Dominic Calvert-Lewin,2017-11-26,1,3
Dominic Calvert-Lewin,2017-12-17,1,4
Dominic Calvert-Lewin,2018-01-28,1,5
Dominic Foley,2000-04-30,1,1
Dominic Matteo,1999-01-10,1,1
Dominic Matteo,2003-12-14,1,2
Dominic Matteo,2004-02-08,1,3
Dominic Solanke,2018-05-13,1,1
Don Hutchison,1992-09-27,1,1
Don Hutchison,1992-10-18,1,2
Don Hutchison,1992-10-25,1,3
Don Hutchison,1992-11-22,1,4
Don Hutchison,1993-02-07,1,5
Don Hutchison,1993-02-21,1,6
Don Hutchison,1993-03-07,1,7
Don Hutchison,1994-08-28,1,8
Don Hutchison,1994-10-02,1,9
Don Hutchison,1995-02-19,1,10
Don Hutchison,1995-03-05,1,11
Don Hutchison,1995-03-12,2,13
Don Hutchison,1995-04-30,1,14
Don Hutchison,1995-05-07,2,16
Don Hutchison,1995-08-27,1,17
Don Hutchison,1995-09-10,1,18
Don Hutchison,1998-04-05,1,19
Don Hutchison,1999-03-21,1,20
Don Hutchison,1999-04-18,1,21
Don Hutchison,1999-05-02,1,22
Don Hutchison,1999-10-24,1,23
Don Hutchison,1999-12-12,1,24
Don Hutchison,1999-12-26,2,26
Don Hutchison,2000-01-02,1,27
Don Hutchison,2000-04-02,1,28
Don Hutchison,2000-10-29,1,29
Don Hutchison,2000-11-05,1,30
Don Hutchison,2000-11-12,1,31
Don Hutchison,2000-12-17,1,32
Don Hutchison,2001-01-07,1,33
Don Hutchison,2001-02-04,1,34
Don Hutchison,2001-03-11,2,36
Don Hutchison,2001-09-23,1,37
Dougie Freedman,1998-10-18,1,1
Dougie Freedman,1998-11-15,1,2
Dougie Freedman,1998-11-22,1,3
Dougie Freedman,1998-12-13,1,4
Dougie Freedman,1999-03-07,2,6
Dougie Freedman,1999-03-14,1,7
Dougie Freedman,1999-04-04,1,8
Dougie Freedman,1999-05-02,1,9
Dougie Freedman,2005-05-15,1,10
Douglas Rinaldi,2007-04-15,1,1
Drew Surman,2011-12-18,1,1
Drew Surman,2012-01-08,1,2
Drew Surman,2012-01-29,1,3
Drew Surman,2012-04-08,1,4
Drew Surman,2017-09-10,1,5
Drew Surman,2017-10-15,1,6
Duncan Ferguson,1994-11-20,1,1
Duncan Ferguson,1994-12-04,1,2
Duncan Ferguson,1994-12-25,2,4
Duncan Ferguson,1995-01-15,2,6
Duncan Ferguson,1995-02-19,1,7
Duncan Ferguson,1995-12-31,2,9
Duncan Ferguson,1996-02-18,1,10
Duncan Ferguson,1996-03-03,2,12
Duncan Ferguson,1996-08-18,2,14
Duncan Ferguson,1996-11-24,1,15
Duncan Ferguson,1996-12-22,1,16
Duncan Ferguson,1997-01-05,1,17
Duncan Ferguson,1997-01-19,1,18
Duncan Ferguson,1997-01-26,1,19
Duncan Ferguson,1997-03-02,1,20
Duncan Ferguson,1997-04-13,2,22
Duncan Ferguson,1997-08-03,1,23
Duncan Ferguson,1997-11-02,1,24
Duncan Ferguson,1997-12-28,3,27
Duncan Ferguson,1998-01-04,1,28
Duncan Ferguson,1998-01-18,1,29
Duncan Ferguson,1998-02-01,1,30
Duncan Ferguson,1998-02-22,1,31
Duncan Ferguson,1998-04-05,1,32
Duncan Ferguson,1998-04-19,1,33
Duncan Ferguson,1998-09-06,2,35
Duncan Ferguson,1998-09-27,1,36
Duncan Ferguson,1998-10-25,1,37
Duncan Ferguson,1998-11-22,2,39
Duncan Ferguson,1999-11-28,1,40
Duncan Ferguson,1999-12-26,2,42
Duncan Ferguson,2000-01-16,2,44
Duncan Ferguson,2000-02-06,1,45
Duncan Ferguson,2000-08-20,2,47
Duncan Ferguson,2001-02-04,1,48
Duncan Ferguson,2001-04-08,1,49
Duncan Ferguson,2001-04-15,1,50
Duncan Ferguson,2001-04-22,1,51
Duncan Ferguson,2001-08-12,1,52
Duncan Ferguson,2001-08-19,1,53
Duncan Ferguson,2002-03-10,1,54
Duncan Ferguson,2002-03-17,1,55
Duncan Ferguson,2002-03-24,1,56
Duncan Ferguson,2002-04-07,1,57
Duncan Ferguson,2003-09-07,1,58
Duncan Ferguson,2003-09-28,1,59
Duncan Ferguson,2003-12-21,1,60
Duncan Ferguson,2004-02-15,1,61
Duncan Ferguson,2004-05-02,1,62
Duncan Ferguson,2004-10-17,1,63
Duncan Ferguson,2004-11-14,1,64
Duncan Ferguson,2004-11-28,1,65
Duncan Ferguson,2005-04-17,2,67
Duncan Ferguson,2006-05-07,1,68
Duncan Watmore,2015-08-09,1,1
Duncan Watmore,2015-11-22,1,2
Duncan Watmore,2016-04-10,1,3
Dušan Tadić,2014-10-12,1,1
Dušan Tadić,2014-12-28,1,2
Dušan Tadić,2015-01-11,1,3
Dušan Tadić,2015-03-15,1,4
Dušan Tadić,2015-08-30,2,6
Dušan Tadić,2015-11-01,1,7
Dušan Tadić,2016-01-10,2,9
Dušan Tadić,2016-04-17,2,11
Dušan Tadić,2016-09-25,1,12
Dušan Tadić,2017-01-22,1,13
Dušan Tadić,2017-02-26,1,14
Dušan Tadić,2017-08-13,1,15
Dušan Tadić,2017-11-26,1,16
Dušan Tadić,2017-12-24,1,17
Dušan Tadić,2018-04-08,1,18
Dušan Tadić,2018-04-22,2,20
Dwight Gayle,2013-08-25,1,1
Dwight Gayle,2013-09-29,1,2
Dwight Gayle,2013-12-22,1,3
Dwight Gayle,2014-05-04,2,5
Dwight Gayle,2014-05-11,2,7
Dwight Gayle,2014-08-24,1,8
Dwight Gayle,2014-11-23,1,9
Dwight Gayle,2015-01-04,1,10
Dwight Gayle,2015-01-11,2,12
Dwight Gayle,2016-03-27,1,13
Dwight Gayle,2016-05-01,2,15
Dwight Gayle,2017-11-12,1,16
Dwight Gayle,2017-11-26,1,17
Dwight Gayle,2017-12-03,1,18
Dwight Gayle,2018-02-18,2,20
Dwight Gayle,2018-05-13,1,21
Dwight Tiendalli,2013-05-05,1,1
Dwight Yorke,1992-08-30,1,1
Dwight Yorke,1993-01-17,1,2
Dwight Yorke,1993-01-31,1,3
Dwight Yorke,1993-02-21,1,4
Dwight Yorke,1993-03-14,2,6
Dwight Yorke,1994-05-01,2,8
Dwight Yorke,1994-08-28,1,9
Dwight Yorke,1994-12-25,1,10
Dwight Yorke,1995-02-05,1,11
Dwight Yorke,1995-02-19,1,12
Dwight Yorke,1995-04-30,2,14
Dwight Yorke,1995-08-13,1,15
Dwight Yorke,1995-08-27,1,16
Dwight Yorke,1995-09-24,1,17
Dwight Yorke,1995-10-22,1,18
Dwight Yorke,1995-10-29,1,19
Dwight Yorke,1995-11-26,1,20
Dwight Yorke,1995-12-10,1,21
Dwight Yorke,1996-01-21,1,22
Dwight Yorke,1996-01-28,2,24
Dwight Yorke,1996-02-04,2,26
Dwight Yorke,1996-02-18,1,27
Dwight Yorke,1996-03-03,2,29
Dwight Yorke,1996-03-31,1,30
Dwight Yorke,1996-04-07,1,31
Dwight Yorke,1996-09-29,3,34
Dwight Yorke,1996-10-13,1,35
Dwight Yorke,1996-10-27,1,36
Dwight Yorke,1996-11-10,1,37
Dwight Yorke,1996-11-24,1,38
Dwight Yorke,1996-12-01,1,39
Dwight Yorke,1996-12-22,3,42
Dwight Yorke,1997-01-05,1,43
Dwight Yorke,1997-02-16,2,45
Dwight Yorke,1997-03-16,1,46
Dwight Yorke,1997-03-30,1,47
Dwight Yorke,1997-04-13,1,48
Dwight Yorke,1997-08-24,2,50
Dwight Yorke,1997-09-14,1,51
Dwight Yorke,1997-11-23,1,52
Dwight Yorke,1998-02-01,1,53
Dwight Yorke,1998-03-22,2,55
Dwight Yorke,1998-04-05,2,57
Dwight Yorke,1998-04-12,1,58
Dwight Yorke,1998-04-26,1,59
Dwight Yorke,1998-05-10,1,60
Dwight Yorke,1998-09-06,3,63
Dwight Yorke,1998-09-27,1,64
Dwight Yorke,1998-10-11,1,65
Dwight Yorke,1998-10-25,1,66
Dwight Yorke,1998-11-08,1,67
Dwight Yorke,1999-01-10,4,71
Dwight Yorke,1999-01-31,4,75
Dwight Yorke,1999-02-21,1,76
Dwight Yorke,1999-05-02,1,77
Dwight Yorke,1999-05-09,1,78
Dwight Yorke,1999-08-08,4,82
Dwight Yorke,1999-08-22,1,83
Dwight Yorke,1999-09-19,2,85
Dwight Yorke,1999-10-10,1,86
Dwight Yorke,1999-12-12,2,88
Dwight Yorke,1999-12-26,1,89
Dwight Yorke,2000-03-05,3,92
Dwight Yorke,2000-03-12,1,93
Dwight Yorke,2000-03-19,2,95
Dwight Yorke,2000-04-23,3,98
Dwight Yorke,2000-10-15,1,99
Dwight Yorke,2000-11-19,1,100
Dwight Yorke,2000-12-31,1,101
Dwight Yorke,2001-02-25,3,104
Dwight Yorke,2001-03-11,1,105
Dwight Yorke,2001-04-08,2,107
Dwight Yorke,2001-11-11,1,108
Dwight Yorke,2002-08-18,1,109
Dwight Yorke,2002-09-29,1,110
Dwight Yorke,2002-10-20,1,111
Dwight Yorke,2002-11-24,1,112
Dwight Yorke,2002-12-29,1,113
Dwight Yorke,2003-01-26,1,114
Dwight Yorke,2003-02-16,1,115
Dwight Yorke,2003-05-11,1,116
Dwight Yorke,2003-08-17,1,117
Dwight Yorke,2003-11-09,1,118
Dwight Yorke,2004-01-04,2,120
Dwight Yorke,2004-09-12,1,121
Dwight Yorke,2004-10-03,1,122
Dwight Yorke,2007-11-18,1,123
Earl Barrett,1993-02-14,1,1
Eddie McGoldrick,1992-08-16,2,2
Eddie McGoldrick,1992-08-23,1,3
Eddie McGoldrick,1992-09-27,1,4
Eddie McGoldrick,1992-11-01,1,5
Eddie McGoldrick,1992-12-06,2,7
Eddie McGoldrick,1993-04-25,1,8
Eddie Newton,1992-08-16,1,1
Eddie Newton,1992-08-30,1,2
Eddie Newton,1992-11-29,2,4
Eddie Newton,1992-12-20,1,5
Eddie Newton,1994-12-25,1,6
Eddie Newton,1995-11-19,1,7
Eddie Youds,1993-11-21,1,1
Eddie Youds,1998-09-27,1,2
Eddie Youds,1998-10-11,1,3
Eden Hazard,2012-08-19,1,1
Eden Hazard,2012-09-30,1,2
Eden Hazard,2012-11-11,1,3
Eden Hazard,2012-12-23,1,4
Eden Hazard,2013-01-06,1,5
Eden Hazard,2013-01-13,1,6
Eden Hazard,2013-02-03,1,7
Eden Hazard,2013-03-17,1,8
Eden Hazard,2013-04-21,1,9
Eden Hazard,2013-10-06,1,10
Eden Hazard,2013-10-13,2,12
Eden Hazard,2013-11-03,1,13
Eden Hazard,2013-12-01,2,15
Eden Hazard,2013-12-22,1,16
Eden Hazard,2013-12-29,1,17
Eden Hazard,2014-01-05,1,18
Eden Hazard,2014-02-02,3,21
Eden Hazard,2014-03-02,1,22
Eden Hazard,2014-03-16,1,23
Eden Hazard,2014-08-17,1,24
Eden Hazard,2014-10-05,1,25
Eden Hazard,2014-10-26,1,26
Eden Hazard,2014-11-16,1,27
Eden Hazard,2014-11-30,1,28
Eden Hazard,2014-12-07,1,29
Eden Hazard,2014-12-28,2,31
Eden Hazard,2015-02-01,1,32
Eden Hazard,2015-03-01,1,33
Eden Hazard,2015-03-22,1,34
Eden Hazard,2015-03-29,1,35
Eden Hazard,2015-04-12,1,36
Eden Hazard,2015-05-03,1,37
Eden Hazard,2016-04-17,2,39
Eden Hazard,2016-05-01,1,40
Eden Hazard,2016-05-08,1,41
Eden Hazard,2016-08-14,1,42
Eden Hazard,2016-08-21,1,43
Eden Hazard,2016-10-09,1,44
Eden Hazard,2016-10-23,1,45
Eden Hazard,2016-10-30,3,48
Eden Hazard,2016-11-27,1,49
Eden Hazard,2016-12-25,1,50
Eden Hazard,2017-01-29,1,51
Eden Hazard,2017-03-05,1,52
Eden Hazard,2017-04-02,3,55
Eden Hazard,2017-04-23,1,56
Eden Hazard,2017-05-21,1,57
Eden Hazard,2017-10-22,1,58
Eden Hazard,2017-11-12,2,60
Eden Hazard,2017-11-26,2,62
Eden Hazard,2017-12-31,1,63
Eden Hazard,2018-01-14,2,65
Eden Hazard,2018-02-04,1,66
Eden Hazard,2018-02-11,2,68
Eden Hazard,2018-04-08,1,69
Edgar Davids,2005-11-20,1,1
Edin Džeko,2011-04-24,1,1
Edin Džeko,2011-05-22,1,2
Edin Džeko,2011-08-14,1,3
Edin Džeko,2011-08-21,1,4
Edin Džeko,2011-08-28,4,8
Edin Džeko,2011-10-23,3,11
Edin Džeko,2011-10-30,1,12
Edin Džeko,2012-01-15,1,13
Edin Džeko,2012-01-29,1,14
Edin Džeko,2012-02-19,1,15
Edin Džeko,2012-05-13,1,16
Edin Džeko,2012-08-19,1,17
Edin Džeko,2012-08-26,1,18
Edin Džeko,2012-09-23,1,19
Edin Džeko,2012-10-14,2,21
Edin Džeko,2012-11-11,1,22
Edin Džeko,2012-12-23,2,24
Edin Džeko,2012-12-30,1,25
Edin Džeko,2013-01-13,1,26
Edin Džeko,2013-02-03,2,28
Edin Džeko,2013-05-05,1,29
Edin Džeko,2013-05-12,1,30
Edin Džeko,2013-08-25,1,31
Edin Džeko,2013-09-22,1,32
Edin Džeko,2013-10-27,1,33
Edin Džeko,2013-12-22,1,34
Edin Džeko,2014-01-12,2,36
Edin Džeko,2014-01-26,1,37
Edin Džeko,2014-03-09,1,38
Edin Džeko,2014-03-23,2,40
Edin Džeko,2014-03-30,1,41
Edin Džeko,2014-04-27,3,44
Edin Džeko,2014-05-04,2,46
Edin Džeko,2014-09-21,2,48
Edin Džeko,2015-02-15,1,49
Edin Džeko,2015-03-01,1,50
Edouard Cisse,2003-01-19,1,1
Edu,2002-03-17,1,1
Edu,2002-09-08,1,2
Edu,2002-10-20,1,3
Edu,2003-10-12,1,4
Edu,2004-02-15,1,5
Edu,2005-05-01,1,6
Edu,2005-05-08,1,7
Eduardo,2007-12-23,2,2
Eduardo,2007-12-30,1,3
Eduardo,2008-01-27,1,4
Eduardo,2009-08-09,1,5
Eduardo,2009-12-13,1,6
Eduardo Vargas,2014-10-19,1,1
Eduardo Vargas,2015-03-22,1,2
Eduardo Vargas,2015-03-29,1,3
Efan Ekoku,1993-04-04,1,1
Efan Ekoku,1993-05-02,2,3
Efan Ekoku,1993-08-29,1,4
Efan Ekoku,1993-09-19,4,8
Efan Ekoku,1993-12-12,1,9
Efan Ekoku,1993-12-26,1,10
Efan Ekoku,1994-01-09,1,11
Efan Ekoku,1994-02-13,1,12
Efan Ekoku,1994-02-27,1,13
Efan Ekoku,1994-03-06,2,15
Efan Ekoku,1994-10-30,2,17
Efan Ekoku,1994-11-13,1,18
Efan Ekoku,1994-12-25,1,19
Efan Ekoku,1995-01-08,1,20
Efan Ekoku,1995-01-22,1,21
Efan Ekoku,1995-02-19,3,24
Efan Ekoku,1995-08-13,1,25
Efan Ekoku,1995-12-03,1,26
Efan Ekoku,1995-12-24,1,27
Efan Ekoku,1995-12-31,1,28
Efan Ekoku,1996-03-10,1,29
Efan Ekoku,1996-04-07,2,31
Efan Ekoku,1996-09-01,1,32
Efan Ekoku,1996-09-08,1,33
Efan Ekoku,1996-09-22,2,35
Efan Ekoku,1996-10-06,1,36
Efan Ekoku,1996-10-13,1,37
Efan Ekoku,1996-12-01,2,39
Efan Ekoku,1996-12-22,1,40
Efan Ekoku,1997-03-02,1,41
Efan Ekoku,1997-03-09,1,42
Efan Ekoku,1997-08-24,1,43
Efan Ekoku,1997-09-07,1,44
Efan Ekoku,1997-09-21,1,45
Efan Ekoku,1998-05-10,1,46
Efan Ekoku,1998-08-09,2,48
Efan Ekoku,1998-09-06,1,49
Efan Ekoku,1998-11-15,1,50
Efan Ekoku,1999-02-21,1,51
Efan Ekoku,1999-02-28,1,52
Egil Ostenstad,1996-10-20,2,2
Egil Ostenstad,1996-11-10,1,3
Egil Ostenstad,1996-11-24,1,4
Egil Ostenstad,1997-01-26,1,5
Egil Ostenstad,1997-02-16,1,6
Egil Ostenstad,1997-03-16,1,7
Egil Ostenstad,1997-04-13,1,8
Egil Ostenstad,1997-04-20,1,9
Egil Ostenstad,1997-09-28,1,10
Egil Ostenstad,1997-12-14,1,11
Egil Ostenstad,1998-02-01,1,12
Egil Ostenstad,1998-02-15,2,14
Egil Ostenstad,1998-03-01,1,15
Egil Ostenstad,1998-03-08,1,16
Egil Ostenstad,1998-04-12,2,18
Egil Ostenstad,1998-04-19,2,20
Egil Ostenstad,1998-08-16,1,21
Egil Ostenstad,1998-10-18,1,22
Egil Ostenstad,1998-11-01,1,23
Egil Ostenstad,1998-12-13,2,25
Egil Ostenstad,1999-01-10,1,26
Egil Ostenstad,1999-01-24,1,27
Egil Ostenstad,1999-08-01,1,28
Egil Ostenstad,2002-10-06,1,29
Eidur Gudjohnsen,2000-10-01,1,1
Eidur Gudjohnsen,2000-12-03,2,3
Eidur Gudjohnsen,2000-12-17,1,4
Eidur Gudjohnsen,2000-12-24,2,6
Eidur Gudjohnsen,2001-03-04,1,7
Eidur Gudjohnsen,2001-03-11,1,8
Eidur Gudjohnsen,2001-03-25,1,9
Eidur Gudjohnsen,2001-04-15,1,10
Eidur Gudjohnsen,2001-10-07,1,11
Eidur Gudjohnsen,2001-11-25,1,12
Eidur Gudjohnsen,2001-12-16,1,13
Eidur Gudjohnsen,2001-12-23,3,16
Eidur Gudjohnsen,2001-12-30,1,17
Eidur Gudjohnsen,2002-01-06,1,18
Eidur Gudjohnsen,2002-01-20,2,20
Eidur Gudjohnsen,2002-01-27,1,21
Eidur Gudjohnsen,2002-03-03,1,22
Eidur Gudjohnsen,2002-03-10,1,23
Eidur Gudjohnsen,2002-05-05,1,24
Eidur Gudjohnsen,2002-09-08,2,26
Eidur Gudjohnsen,2002-11-03,2,28
Eidur Gudjohnsen,2002-12-15,1,29
Eidur Gudjohnsen,2003-01-05,1,30
Eidur Gudjohnsen,2003-01-12,1,31
Eidur Gudjohnsen,2003-01-26,1,32
Eidur Gudjohnsen,2003-02-02,1,33
Eidur Gudjohnsen,2003-04-20,1,34
Eidur Gudjohnsen,2003-10-05,1,35
Eidur Gudjohnsen,2003-11-09,1,36
Eidur Gudjohnsen,2003-12-21,1,37
Eidur Gudjohnsen,2004-02-15,1,38
Eidur Gudjohnsen,2004-02-22,1,39
Eidur Gudjohnsen,2004-03-14,1,40
Eidur Gudjohnsen,2004-08-15,1,41
Eidur Gudjohnsen,2004-10-17,3,44
Eidur Gudjohnsen,2004-10-24,1,45
Eidur Gudjohnsen,2004-11-21,1,46
Eidur Gudjohnsen,2004-12-12,1,47
Eidur Gudjohnsen,2005-02-06,1,48
Eidur Gudjohnsen,2005-03-27,2,50
Eidur Gudjohnsen,2005-04-17,1,51
Eidur Gudjohnsen,2005-05-08,1,52
Eidur Gudjohnsen,2005-10-09,1,53
Eidur Gudjohnsen,2006-01-22,1,54
Eidur Gudjohnsen,2010-03-14,1,55
Eirik Bakke,2000-03-19,2,2
Eirik Bakke,2001-01-07,1,3
Eirik Bakke,2001-05-13,1,4
Eirik Bakke,2001-09-23,1,5
Eirik Bakke,2002-02-03,1,6
Eirik Bakke,2002-12-29,1,7
Eirik Bakke,2004-02-29,1,8
El Hadji Diouf,2002-08-18,2,2
El Hadji Diouf,2003-03-02,1,3
El Hadji Diouf,2004-10-31,1,4
El Hadji Diouf,2004-11-07,1,5
El Hadji Diouf,2004-12-26,1,6
El Hadji Diouf,2005-01-02,1,7
El Hadji Diouf,2005-01-23,1,8
El Hadji Diouf,2005-01-30,1,9
El Hadji Diouf,2005-03-06,1,10
El Hadji Diouf,2005-04-10,1,11
El Hadji Diouf,2005-05-01,1,12
El Hadji Diouf,2005-08-21,1,13
El Hadji Diouf,2005-12-04,1,14
El Hadji Diouf,2006-01-01,1,15
El Hadji Diouf,2006-08-20,1,16
El Hadji Diouf,2006-10-15,2,18
El Hadji Diouf,2006-11-05,1,19
El Hadji Diouf,2006-12-03,1,20
El Hadji Diouf,2007-12-09,1,21
El Hadji Diouf,2007-12-16,1,22
El Hadji Diouf,2007-12-23,1,23
El Hadji Diouf,2008-04-27,1,24
El Hadji Diouf,2009-03-08,1,25
El Hadji Diouf,2009-09-06,1,26
El Hadji Diouf,2009-12-27,1,27
El Hadji Diouf,2010-03-21,1,28
Elano,2007-09-23,1,1
Elano,2007-10-07,2,3
Elano,2007-10-14,1,4
Elano,2007-12-30,1,5
Elano,2008-03-23,1,6
Elano,2008-04-06,1,7
Elano,2008-05-11,1,8
Elano,2008-08-17,1,9
Elano,2008-08-24,2,11
Elano,2009-03-01,1,12
Elano,2009-04-19,1,13
Elano,2009-04-26,1,14
Elias Kachunga,2017-12-10,1,1
Eljero Elia,2015-01-11,2,2
Elliot Grandin,2011-02-06,1,1
Elliott Bennett,2012-04-08,1,1
Elliott Bennett,2013-04-14,1,2
Emanuel Pogatetz,2006-01-29,1,1
Emanuel Pogatetz,2006-08-20,1,2
Emanuel Pogatetz,2007-04-22,1,3
Emanuel Pogatetz,2008-11-16,1,4
Emanuel Villa,2008-01-27,1,1
Emanuel Villa,2008-03-23,2,3
Emanuele Giaccherini,2013-08-18,1,1
Emanuele Giaccherini,2013-09-29,1,2
Emanuele Giaccherini,2014-02-16,1,3
Emanuele Giaccherini,2014-04-27,1,4
Emerson,1996-09-01,1,1
Emerson,1996-10-13,1,2
Emerson,1997-01-12,1,3
Emerson,1997-05-04,1,4
Emerson Thome,1999-02-28,1,1
Emerson Thome,2000-10-22,1,2
Emerson Thome,2001-12-30,1,3
Emile Heskey,1996-08-18,2,2
Emile Heskey,1996-09-22,1,3
Emile Heskey,1996-10-20,1,4
Emile Heskey,1996-12-22,1,5
Emile Heskey,1997-01-12,1,6
Emile Heskey,1997-02-02,1,7
Emile Heskey,1997-03-16,1,8
Emile Heskey,1997-05-11,2,10
Emile Heskey,1997-08-24,1,11
Emile Heskey,1997-09-07,1,12
Emile Heskey,1997-10-26,1,13
Emile Heskey,1998-02-15,2,15
Emile Heskey,1998-04-05,2,17
Emile Heskey,1998-04-26,2,19
Emile Heskey,1998-05-10,1,20
Emile Heskey,1998-08-09,1,21
Emile Heskey,1998-09-06,1,22
Emile Heskey,1998-10-18,1,23
Emile Heskey,1998-11-22,1,24
Emile Heskey,1998-11-29,1,25
Emile Heskey,1998-12-06,1,26
Emile Heskey,1999-08-08,1,27
Emile Heskey,1999-08-15,1,28
Emile Heskey,1999-08-22,2,30
Emile Heskey,1999-11-21,1,31
Emile Heskey,2000-01-16,1,32
Emile Heskey,2000-03-05,1,33
Emile Heskey,2000-03-26,1,34
Emile Heskey,2000-04-16,2,36
Emile Heskey,2000-08-13,1,37
Emile Heskey,2000-10-15,4,41
Emile Heskey,2000-10-29,1,42
Emile Heskey,2000-11-12,2,44
Emile Heskey,2000-11-26,2,46
Emile Heskey,2001-01-28,1,47
Emile Heskey,2001-04-08,1,48
Emile Heskey,2001-04-15,1,49
Emile Heskey,2001-04-22,1,50
Emile Heskey,2001-08-26,1,51
Emile Heskey,2001-11-25,1,52
Emile Heskey,2002-01-27,1,53
Emile Heskey,2002-02-03,4,57
Emile Heskey,2002-03-10,1,58
Emile Heskey,2002-05-05,1,59
Emile Heskey,2002-09-08,1,60
Emile Heskey,2003-01-12,1,61
Emile Heskey,2003-01-26,1,62
Emile Heskey,2003-02-02,1,63
Emile Heskey,2003-03-16,1,64
Emile Heskey,2003-04-06,1,65
Emile Heskey,2003-09-14,1,66
Emile Heskey,2003-11-02,1,67
Emile Heskey,2003-11-30,1,68
Emile Heskey,2003-12-07,1,69
Emile Heskey,2004-04-04,1,70
Emile Heskey,2004-05-02,2,72
Emile Heskey,2004-08-22,1,73
Emile Heskey,2004-09-05,1,74
Emile Heskey,2004-12-12,1,75
Emile Heskey,2004-12-26,3,78
Emile Heskey,2005-03-20,1,79
Emile Heskey,2005-04-17,1,80
Emile Heskey,2005-04-24,1,81
Emile Heskey,2005-05-15,1,82
Emile Heskey,2005-08-21,2,84
Emile Heskey,2005-12-04,1,85
Emile Heskey,2006-02-19,1,86
Emile Heskey,2006-08-20,1,87
Emile Heskey,2006-10-01,1,88
Emile Heskey,2006-10-15,1,89
Emile Heskey,2006-12-17,2,91
Emile Heskey,2007-01-28,1,92
Emile Heskey,2007-04-08,1,93
Emile Heskey,2007-04-15,1,94
Emile Heskey,2007-08-12,1,95
Emile Heskey,2008-03-16,1,96
Emile Heskey,2008-04-13,2,98
Emile Heskey,2008-08-24,1,99
Emile Heskey,2008-10-26,1,100
Emile Heskey,2008-12-07,1,101
Emile Heskey,2009-01-25,1,102
Emile Heskey,2009-04-12,1,103
Emile Heskey,2009-11-15,1,104
Emile Heskey,2009-12-13,1,105
Emile Heskey,2010-02-21,1,106
Emile Heskey,2010-09-26,1,107
Emile Heskey,2010-12-05,1,108
Emile Heskey,2011-01-02,1,109
Emile Heskey,2011-08-14,1,110
Emile Mpenza,2007-03-11,1,1
Emile Mpenza,2007-03-25,1,2
Emile Mpenza,2007-05-13,1,3
Emile Mpenza,2007-09-16,1,4
Emile Mpenza,2007-09-23,1,5
Emmanuel Adebayor,2006-01-29,1,1
Emmanuel Adebayor,2006-02-26,1,2
Emmanuel Adebayor,2006-03-12,1,3
Emmanuel Adebayor,2006-03-26,1,4
Emmanuel Adebayor,2006-09-17,1,5
Emmanuel Adebayor,2006-10-08,1,6
Emmanuel Adebayor,2006-11-26,1,7
Emmanuel Adebayor,2006-12-10,2,9
Emmanuel Adebayor,2006-12-17,1,10
Emmanuel Adebayor,2007-04-15,1,11
Emmanuel Adebayor,2007-04-29,1,12
Emmanuel Adebayor,2007-09-02,1,13
Emmanuel Adebayor,2007-09-09,2,15
Emmanuel Adebayor,2007-09-16,3,18
Emmanuel Adebayor,2007-11-11,1,19
Emmanuel Adebayor,2007-11-25,1,20
Emmanuel Adebayor,2007-12-02,1,21
Emmanuel Adebayor,2007-12-16,1,22
Emmanuel Adebayor,2007-12-23,1,23
Emmanuel Adebayor,2007-12-30,1,24
